benchmarkName,originalResult,originalTime,approximation0Result,approximation0Time,approximation1Result,approximation1Time,approximationSResult,approximationSTime
20170501-Heizmann-UltimateAutomizer/Addition01_true-unreach-call_true-no-overflow_true-termination.c_1478.smt2,unsat,0.385572136,unsat,0.14287970933333333,unsat,0.12512325366666668,unsat,0.14938051033333333
20170501-Heizmann-UltimateAutomizer/Addition01_true-unreach-call_true-no-overflow_true-termination.c_478.smt2,sat,0.399799292,sat,0.14294475233333334,sat,0.14036112166666667,sat,0.152382729
20170501-Heizmann-UltimateAutomizer/Addition03_true-unreach-call_true-no-overflow_true-termination.c_332.smt2,unsat,0.399517673,unsat,0.13805213933333335,unsat,0.13621431366666667,unsat,0.14498435133333334
20170501-Heizmann-UltimateAutomizer/Fibonacci01_true-unreach-call_true-no-overflow.c_905.smt2,sat,0.346026806,sat,0.12179912833333334,sat,0.15094676766666668,sat,0.14634852666666667
20170501-Heizmann-UltimateAutomizer/gcd_2_true-unreach-call_true-no-overflow.i_914.smt2,sat,6.081300299,sat,3.964056515333333,sat,0.8497971323333333,sat,0.73743155
20170501-Heizmann-UltimateAutomizer/gcd_2_true-unreach-call_true-no-overflow.i_921.smt2,sat,6.100353004,sat,7.648310098333333,sat,0.5530752693333333,sat,0.5896898103333333
20170501-Heizmann-UltimateAutomizer/gcd_2_true-unreach-call_true-no-overflow.i_925.smt2,unsat,2.491174559,unsat,2.972581451,unsat,2.8798266486666666,unsat,2.858444319
20170501-Heizmann-UltimateAutomizer/gcd_3_true-unreach-call_true-no-overflow.i_1105.smt2,unsat,60.292773573,unsat,82.83890586866666,unsat,89.73035593666667,unsat,79.39866862366667
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_195.smt2,unknown,2.494444985,unknown,3.0063341456666666,unknown,2.771279898,unknown,2.9441955830000004
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_214.smt2,sat,5.319904439,sat,2.099381304,sat,2.0778113836666665,sat,5.828646184666667
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_243.smt2,unknown,2.482486735,unknown,2.991864968333333,unknown,4.455330866333333,unknown,2.951924743333333
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_316.smt2,unknown,2.681940313,unknown,4.983701913333333,unknown,3.5735821006666666,unknown,3.283627099333333
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_363.smt2,unknown,2.349514208,unknown,2.6652083386666665,unknown,2.679511429333333,unknown,2.820006388
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_407.smt2,unknown,2.843000359,unknown,3.5391167550000002,unknown,3.323189093,unknown,3.160282137333333
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_408.smt2,unknown,8.355078485,unknown,10.725908178666666,unknown,10.113568387666666,unknown,8.548995600666666
20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_409.smt2,unknown,3.616919563,unknown,4.4822607696666665,unknown,4.6727398120000005,unknown,4.293788662
